Sivir	http://edge2.mobafire.com/images/champion/icon/sivir.png	Sivir
Skarner	http://edge2.mobafire.com/images/champion/icon/skarner.png	Skarner
Sona	http://edge2.mobafire.com/images/champion/icon/sona.png	Sona
Soraka	http://edge1.mobafire.com/images/champion/icon/soraka.png	Soraka
Swain	http://edge2.mobafire.com/images/champion/icon/swain.png	Swain
Talon	http://edge2.mobafire.com/images/champion/icon/talon.png	Talon
Taric	http://edge1.mobafire.com/images/champion/icon/taric.png	Taric
Teemo	http://edge2.mobafire.com/images/champion/icon/teemo.png	Teemo
Tristana	http://edge2.mobafire.com/images/champion/icon/tristana.png	Tristana
Trundle	http://edge1.mobafire.com/images/champion/icon/trundle.png	Trundle
Tryndamere	http://edge2.mobafire.com/images/champion/icon/tryndamere.png	Tryndamere
Twisted Fate	http://edge1.mobafire.com/images/champion/icon/twisted-fate.png	TwistedFate
Twitch	http://edge2.mobafire.com/images/champion/icon/twitch.png	Twitch
Udyr	http://edge1.mobafire.com/images/champion/icon/udyr.png	Udyr
Urgot	http://edge1.mobafire.com/images/champion/icon/urgot.png	Urgot
Vayne	http://edge2.mobafire.com/images/champion/icon/vayne.png	Vayne
Veigar	http://edge2.mobafire.com/images/champion/icon/veigar.png	Veigar
Vladimir	http://edge1.mobafire.com/images/champion/icon/vladimir.png	Vladimir
Volibear	http://edge1.mobafire.com/images/champion/icon/volibear.png	Volibear
Warwick	http://edge2.mobafire.com/images/champion/icon/warwick.png	Warwick
Wukong	http://edge1.mobafire.com/images/champion/icon/wukong.png	MonkeyKing
Xerath	http://edge1.mobafire.com/images/champion/icon/xerath.png	Xerath
Xin Zhao	http://edge2.mobafire.com/images/champion/icon/xin-zhao.png	XinZhao
Yorick	http://edge2.mobafire.com/images/champion/icon/yorick.png	Yorick
Zilean	http://edge1.mobafire.com/images/champion/icon/zilean.png	Zilean
